USB2+H08074_1:101 100 ms high power,c,b,a,USB2+H08074_1:101 75 ms,a,b,c,USB2+H08074_1:101 100 ms high power proof that you see PL,c 100 ms,"b 10,000 us",a 8000 us
576.477,287.3,316.56,297.1,576.477,357.22,333.97,309.39,576.477,332.79,339.52,384.73
576.901,282.62,286.13,308.8,576.901,368.93,287.15,302.37,576.901,360.88,391.02,347.28
577.326,324.75,332.94,336.89,577.326,347.86,331.62,295.35,577.326,311.73,351.23,340.26
577.75,287.3,276.77,306.46,577.75,399.35,333.97,281.3,577.75,403.01,391.02,384.73
578.174,315.39,241.66,334.55,578.174,382.97,326.94,241.51,578.174,339.82,313.78,347.28
578.598,275.6,314.22,322.85,578.598,352.54,277.79,276.62,578.598,332.79,318.46,291.1
579.022,320.07,304.85,357.96,579.022,303.39,310.56,295.35,579.022,370.24,358.25,347.28
579.446,296.66,314.22,339.23,579.446,329.14,329.28,342.16,579.446,342.16,273.99,337.91
579.87,256.87,297.83,320.51,579.87,350.2,308.22,255.56,579.87,295.35,393.36,307.49
580.294,266.24,321.24,304.12,580.294,352.54,331.62,358.54,580.294,290.67,313.78,366
580.718,284.96,330.6,348.59,580.718,357.22,282.47,295.35,580.718,325.77,379.31,370.68
581.142,289.64,272.09,266.67,581.142,322.12,333.97,344.5,581.142,349.18,369.95,342.6
581.566,313.05,337.62,280.72,581.566,382.97,277.79,337.48,581.566,332.79,351.23,422.17
581.99,317.73,265.07,269.02,581.99,389.99,326.94,304.71,581.99,377.27,302.08,291.1
582.413,303.68,321.24,280.72,582.413,380.63,340.99,351.52,582.413,302.37,281.01,314.51
582.837,275.6,297.83,341.57,582.837,382.97,282.47,309.39,582.837,323.43,283.35,333.23
583.261,233.47,297.83,315.83,583.261,382.97,287.15,403.01,583.261,325.77,325.48,354.3
583.684,273.26,316.56,320.51,583.684,305.73,336.31,278.96,583.684,307.05,358.25,354.3
584.108,261.55,265.07,285.4,584.108,364.25,343.33,248.54,584.108,267.26,330.16,347.28
584.531,291.98,255.7,306.46,584.531,354.88,345.67,325.77,584.531,295.35,299.73,298.13
584.955,308.37,283.79,301.78,584.955,294.03,380.78,330.45,584.955,295.35,278.67,307.49
585.378,252.19,330.6,301.78,585.378,315.09,333.97,339.82,585.378,293.01,337.18,363.66
585.801,352.84,328.26,414.13,585.801,399.35,345.67,300.03,585.801,342.16,304.42,351.96
586.225,341.13,349.32,367.32,586.225,364.25,305.88,274.28,586.225,344.5,400.38,333.23
586.648,303.68,248.68,273.7,586.648,389.99,284.81,330.45,586.648,393.65,325.48,316.85
587.071,256.87,339.96,369.66,587.071,338.5,301.2,281.3,587.071,281.3,276.33,312.17
587.494,259.21,372.73,299.44,587.494,368.93,284.81,328.11,587.494,351.52,358.25,373.02
587.917,242.83,267.41,294.76,587.917,373.61,249.71,339.82,587.917,257.9,285.69,246.63
588.34,294.32,330.6,294.76,588.34,329.14,296.52,365.56,588.34,323.43,339.52,370.68
588.763,233.47,265.07,322.85,588.763,324.46,275.45,372.58,588.763,332.79,283.35,295.79
589.186,291.98,281.45,343.91,589.186,294.03,284.81,311.73,589.186,293.01,332.5,312.17
589.609,310.71,304.85,350.93,589.609,305.73,261.41,337.48,589.609,295.35,309.1,370.68
590.032,275.6,328.26,318.17,590.032,401.69,268.43,337.48,590.032,318.75,292.71,316.85
590.455,266.24,365.71,294.76,590.455,427.44,289.5,316.41,590.455,370.24,348.89,309.83
590.878,275.6,286.13,215.18,590.878,345.52,294.18,257.9,590.878,168.96,351.23,342.6
591.3,306.03,309.54,285.4,591.3,375.95,287.15,339.82,591.3,300.03,369.95,349.62
591.723,245.17,311.88,313.49,591.723,333.82,275.45,281.3,591.723,379.61,288.03,302.81
592.145,310.71,332.94,290.08,592.145,368.93,319.92,381.95,592.145,358.54,348.89,298.13
592.568,238.15,316.56,276.04,592.568,371.27,326.94,295.35,592.568,330.45,358.25,387.07
592.991,270.92,276.77,325.19,592.991,310.41,357.37,297.69,592.991,424.08,283.35,351.96
593.413,291.98,304.85,294.76,593.413,301.05,280.13,318.75,593.413,381.95,318.46,333.23
593.835,233.47,325.92,360.3,593.835,284.67,273.11,349.18,593.835,332.79,311.44,387.07
594.258,294.32,314.22,320.51,594.258,336.16,357.37,248.54,594.258,318.75,288.03,321.53
594.68,242.83,293.15,297.1,594.68,338.5,277.79,386.63,594.68,332.79,334.84,281.74
595.102,256.87,239.32,388.38,595.102,350.2,301.2,316.41,595.102,300.03,323.14,340.26
595.525,245.17,325.92,311.14,595.525,340.84,256.73,318.75,595.525,321.09,271.65,337.91
595.947,303.68,290.81,261.99,595.947,368.93,282.47,353.86,595.947,328.11,311.44,272.38
596.369,310.71,325.92,301.78,596.369,352.54,261.41,344.5,596.369,297.69,255.26,279.4
596.791,284.96,337.62,306.46,596.791,338.5,352.69,257.9,596.791,262.58,262.29,314.51
597.213,254.53,302.51,294.76,597.213,333.82,296.52,332.79,597.213,300.03,302.08,305.15
597.635,242.83,342.3,252.63,597.635,357.22,312.9,323.43,597.635,243.85,292.71,312.17
598.057,317.73,201.87,266.67,598.057,322.12,322.26,250.88,598.057,316.41,337.18,335.57
598.479,273.26,344.64,306.46,598.479,265.94,263.75,349.18,598.479,293.01,302.08,309.83
598.901,289.64,349.32,367.32,598.901,333.82,322.26,332.79,598.901,276.62,262.29,351.96
599.322,275.6,279.11,297.1,599.322,317.44,326.94,250.88,599.322,253.22,313.78,321.53
599.744,306.03,307.2,311.14,599.744,298.71,352.69,260.24,599.744,311.73,295.05,363.66
600.166,310.71,335.28,238.59,600.166,397.01,352.69,304.71,600.166,262.58,304.42,330.89
600.587,261.55,314.22,346.25,600.587,366.59,326.94,309.39,600.587,288.32,320.8,342.6
601.009,252.19,290.81,367.32,601.009,340.84,296.52,262.58,601.009,232.15,257.61,335.57
601.431,193.68,318.9,369.66,601.431,322.12,289.5,253.22,601.431,346.84,302.08,246.63
601.852,362.2,286.13,313.49,601.852,322.12,390.14,314.07,601.852,339.82,236.54,368.34
602.273,315.39,300.17,329.87,602.273,301.05,343.33,365.56,602.273,302.37,281.01,291.1
602.695,273.26,337.62,357.96,602.695,394.67,322.26,309.39,602.695,293.01,337.18,363.66
603.116,376.24,267.41,259.65,603.116,361.91,282.47,353.86,603.116,332.79,332.5,321.53
603.537,308.37,286.13,350.93,603.537,308.07,235.66,311.73,603.537,269.6,374.63,373.02
603.959,282.62,330.6,287.74,603.959,308.07,263.75,316.41,603.959,309.39,311.44,326.21
604.38,287.3,342.3,292.42,604.38,345.52,329.28,253.22,604.38,328.11,288.03,335.57
604.801,317.73,302.51,350.93,604.801,291.69,280.13,316.41,604.801,269.6,302.08,333.23
605.222,259.21,297.83,315.83,605.222,359.56,294.18,311.73,605.222,253.22,288.03,344.94
605.643,308.37,346.98,336.89,605.643,296.37,319.92,276.62,605.643,351.52,323.14,307.49
606.064,343.47,232.3,355.62,606.064,345.52,333.97,288.32,606.064,302.37,344.21,321.53
606.485,350.5,398.48,297.1,606.485,310.41,263.75,276.62,606.485,283.64,273.99,260.68
606.906,235.81,307.2,301.78,606.906,310.41,245.02,323.43,606.906,293.01,337.18,366
607.327,261.55,283.79,325.19,607.327,364.25,303.54,335.14,607.327,269.6,297.39,284.08
607.748,317.73,346.98,348.59,607.748,371.27,263.75,278.96,607.748,262.58,302.08,314.51
608.168,306.03,335.28,364.98,608.168,326.8,259.07,300.03,608.168,358.54,367.61,298.13
608.589,282.62,295.49,301.78,608.589,380.63,259.07,281.3,608.589,353.86,341.86,342.6
609.01,252.19,321.24,313.49,609.01,333.82,303.54,293.01,609.01,304.71,276.33,305.15
609.43,219.43,325.92,245.61,609.43,373.61,289.5,243.85,609.43,337.48,325.48,284.08
609.851,249.85,325.92,360.3,609.851,310.41,308.22,367.9,609.851,302.37,276.33,316.85
610.272,268.58,293.15,311.14,610.272,345.52,305.88,323.43,610.272,269.6,334.84,328.55
610.692,275.6,288.47,299.44,610.692,361.91,301.2,330.45,610.692,302.37,276.33,321.53
611.112,336.45,339.96,238.59,611.112,336.16,268.43,271.94,611.112,300.03,341.86,309.83
611.533,252.19,255.7,315.83,611.533,289.35,301.2,264.92,611.533,318.75,302.08,333.23
611.953,217.08,339.96,231.57,611.953,368.93,338.65,307.05,611.953,316.41,353.57,321.53
612.373,280.28,318.9,290.08,612.373,319.78,270.77,274.28,612.373,304.71,285.69,300.47
612.794,219.43,330.6,257.31,612.794,326.8,275.45,281.3,612.794,250.88,285.69,284.08
613.214,310.71,276.77,189.44,613.214,371.27,310.56,370.24,613.214,295.35,388.68,265.36
613.634,275.6,283.79,290.08,613.634,345.52,371.41,365.56,613.634,377.27,386.33,298.13
614.054,277.94,309.54,306.46,614.054,336.16,287.15,250.88,614.054,323.43,318.46,279.4
614.474,254.53,276.77,297.1,614.474,324.46,298.86,323.43,614.474,257.9,306.76,279.4
614.894,270.92,244,332.21,614.894,345.52,277.79,314.07,614.894,281.3,278.67,286.42
615.314,306.03,314.22,343.91,615.314,350.2,221.62,342.16,615.314,288.32,400.38,344.94
615.734,341.13,311.88,360.3,615.734,378.29,280.13,344.5,615.734,300.03,320.8,321.53
616.153,270.92,346.98,339.23,616.153,305.73,301.2,304.71,616.153,311.73,309.1,260.68
616.573,256.87,328.26,320.51,616.573,322.12,298.86,330.45,616.573,290.67,325.48,260.68
616.993,327.09,400.82,290.08,616.993,345.52,282.47,370.24,616.993,276.62,344.21,321.53
617.413,284.96,288.47,283.06,617.413,375.95,245.02,271.94,617.413,379.61,306.76,314.51
617.832,287.3,314.22,269.02,617.832,322.12,287.15,318.75,617.832,300.03,337.18,288.76
618.252,254.53,342.3,264.33,618.252,336.16,270.77,356.2,618.252,337.48,297.39,347.28
618.671,284.96,311.88,313.49,618.671,329.14,280.13,285.98,618.671,295.35,325.48,265.36
619.091,282.62,255.7,372,619.091,298.71,268.43,248.54,619.091,325.77,323.14,307.49
619.51,291.98,288.47,240.93,619.51,359.56,317.58,323.43,619.51,269.6,379.31,342.6
619.93,315.39,323.58,297.1,619.93,308.07,284.81,295.35,619.93,241.51,344.21,302.81
620.349,299,302.51,299.44,620.349,312.75,242.68,388.97,620.349,323.43,302.08,284.08
620.768,270.92,262.73,397.74,620.768,338.5,301.2,351.52,620.768,262.58,306.76,344.94
621.187,306.03,269.75,283.06,621.187,361.91,319.92,328.11,621.187,288.32,281.01,265.36
621.607,261.55,239.32,287.74,621.607,294.03,245.02,325.77,621.607,274.28,353.57,298.13
622.026,245.17,297.83,318.17,622.026,326.8,319.92,328.11,622.026,276.62,313.78,241.95
622.445,287.3,309.54,343.91,622.445,310.41,333.97,281.3,622.445,335.14,255.26,284.08
622.864,231.13,276.77,318.17,622.864,317.44,275.45,288.32,622.864,269.6,374.63,305.15
623.283,334.11,365.71,327.53,623.283,263.6,305.88,257.9,623.283,295.35,339.52,288.76
623.702,277.94,272.09,327.53,623.702,254.24,315.24,342.16,623.702,358.54,285.69,314.51
624.121,275.6,300.17,243.27,624.121,315.09,301.2,349.18,624.121,269.6,283.35,274.72
624.54,233.47,276.77,247.95,624.54,368.93,305.88,260.24,624.54,304.71,281.01,270.04
624.958,270.92,288.47,315.83,624.958,301.05,233.32,323.43,624.958,288.32,311.44,309.83
625.377,329.43,272.09,292.42,625.377,270.62,289.5,335.14,625.377,379.61,311.44,314.51
625.796,308.37,255.7,332.21,625.796,331.48,308.22,274.28,625.796,285.98,316.12,272.38
626.214,261.55,314.22,343.91,626.214,338.5,324.6,335.14,626.214,353.86,281.01,263.02
626.633,273.26,344.64,299.44,626.633,275.31,280.13,323.43,626.633,328.11,271.65,270.04
627.051,373.9,316.56,292.42,627.051,401.69,329.28,314.07,627.051,323.43,400.38,328.55
627.47,327.09,286.13,334.55,627.47,251.9,336.31,271.94,627.47,353.86,259.95,319.19
627.888,259.21,332.94,315.83,627.888,385.31,291.84,290.67,627.888,318.75,309.1,347.28
628.307,254.53,321.24,269.02,628.307,263.6,315.24,278.96,628.307,274.28,334.84,309.83
628.725,289.64,262.73,231.57,628.725,371.27,233.32,339.82,628.725,314.07,245.9,391.75
629.143,306.03,330.6,350.93,629.143,312.75,338.65,356.2,629.143,316.41,248.24,358.98
629.562,294.32,358.69,364.98,629.562,270.62,238,290.67,629.562,365.56,320.8,274.72
629.98,299,337.62,320.51,629.98,333.82,270.77,335.14,629.98,269.6,245.9,288.76
630.398,289.64,272.09,294.76,630.398,298.71,338.65,297.69,630.398,241.51,276.33,281.74
630.816,324.75,276.77,283.06,630.816,272.96,319.92,274.28,630.816,288.32,316.12,316.85
631.234,249.85,323.58,320.51,631.234,291.69,275.45,351.52,631.234,241.51,271.65,272.38
631.652,259.21,328.26,261.99,631.652,322.12,284.81,325.77,631.652,250.88,295.05,349.62
632.07,366.88,321.24,280.72,632.07,326.8,261.41,297.69,632.07,337.48,283.35,356.64
632.488,294.32,314.22,315.83,632.488,331.48,308.22,281.3,632.488,302.37,250.58,333.23
632.906,313.05,300.17,269.02,632.906,338.5,305.88,344.5,632.906,356.2,313.78,265.36
633.323,341.13,260.38,320.51,633.323,361.91,322.26,337.48,633.323,274.28,266.97,377.7
633.741,299,335.28,261.99,633.741,296.37,322.26,293.01,633.741,278.96,281.01,351.96
634.159,284.96,325.92,313.49,634.159,256.58,249.71,297.69,634.159,285.98,276.33,328.55
634.576,303.68,281.45,306.46,634.576,263.6,282.47,356.2,634.576,309.39,341.86,344.94
634.994,324.75,332.94,280.72,634.994,303.39,296.52,302.37,634.994,274.28,257.61,330.89
635.412,310.71,293.15,259.65,635.412,310.41,315.24,332.79,635.412,269.6,273.99,368.34
635.829,324.75,314.22,332.21,635.829,324.46,268.43,330.45,635.829,250.88,213.14,274.72
636.247,284.96,323.58,364.98,636.247,258.92,252.05,290.67,636.247,297.69,288.03,251.32
636.664,240.49,321.24,343.91,636.664,331.48,322.26,316.41,636.664,274.28,325.48,291.1
637.081,254.53,332.94,343.91,637.081,375.95,235.66,274.28,637.081,285.98,266.97,300.47
637.499,299,311.88,315.83,637.499,298.71,348.01,318.75,637.499,314.07,288.03,347.28
637.916,303.68,281.45,250.29,637.916,263.6,245.02,295.35,637.916,274.28,288.03,319.19
638.333,266.24,304.85,285.4,638.333,324.46,338.65,281.3,638.333,255.56,273.99,300.47
638.75,256.87,304.85,278.38,638.75,326.8,303.54,314.07,638.75,323.43,252.92,344.94
639.167,308.37,276.77,334.55,639.167,289.35,282.47,372.58,639.167,335.14,288.03,256
639.584,329.43,286.13,280.72,639.584,359.56,317.58,356.2,639.584,246.2,353.57,265.36
640.001,284.96,260.38,299.44,640.001,289.35,298.86,274.28,640.001,253.22,288.03,300.47
640.418,296.66,332.94,325.19,640.418,301.05,249.71,257.9,640.418,276.62,299.73,316.85
640.835,334.11,358.69,280.72,640.835,305.73,319.92,353.86,640.835,318.75,299.73,284.08
641.252,301.34,346.98,353.27,641.252,373.61,284.81,274.28,641.252,288.32,311.44,281.74
641.669,252.19,300.17,301.78,641.669,336.16,355.03,307.05,641.669,304.71,337.18,373.02
642.085,261.55,386.77,350.93,642.085,317.44,280.13,323.43,642.085,269.6,332.5,270.04
642.502,287.3,321.24,364.98,642.502,305.73,338.65,330.45,642.502,325.77,288.03,274.72
642.919,261.55,286.13,320.51,642.919,258.92,350.35,356.2,642.919,241.51,311.44,321.53
643.335,336.45,304.85,322.85,643.335,251.9,277.79,311.73,643.335,302.37,281.01,300.47
643.752,299,316.56,322.85,643.752,301.05,294.18,297.69,643.752,260.24,316.12,321.53
644.168,336.45,283.79,264.33,644.168,345.52,270.77,278.96,644.168,290.67,273.99,302.81
644.585,289.64,321.24,294.76,644.585,319.78,273.11,281.3,644.585,316.41,332.5,398.77
645.001,299,346.98,269.02,645.001,272.96,223.96,243.85,645.001,349.18,337.18,326.21
645.417,310.71,290.81,285.4,645.417,333.82,235.66,300.03,645.417,309.39,332.5,277.06
645.834,296.66,290.81,304.12,645.834,226.15,291.84,300.03,645.834,267.26,344.21,307.49
646.25,268.58,307.2,306.46,646.25,265.94,289.5,307.05,646.25,255.56,264.63,354.3
646.666,350.5,332.94,231.57,646.666,287.01,305.88,330.45,646.666,264.92,278.67,288.76
647.082,261.55,258.04,357.96,647.082,324.46,261.41,323.43,647.082,332.79,269.31,284.08
647.498,352.84,339.96,264.33,647.498,357.22,333.97,304.71,647.498,332.79,360.59,298.13
647.914,277.94,258.04,329.87,647.914,324.46,277.79,339.82,647.914,269.6,372.29,302.81
648.33,259.21,293.15,301.78,648.33,368.93,315.24,295.35,648.33,232.15,264.63,288.76
648.746,320.07,314.22,269.02,648.746,357.22,270.77,269.6,648.746,220.45,281.01,351.96
649.162,308.37,269.75,287.74,649.162,324.46,240.34,257.9,649.162,246.2,302.08,263.02
649.578,357.52,337.62,311.14,649.578,324.46,319.92,239.17,649.578,346.84,323.14,279.4
649.994,327.09,323.58,219.86,649.994,308.07,298.86,290.67,649.994,278.96,271.65,316.85
650.409,224.11,248.68,343.91,650.409,277.65,268.43,304.71,650.409,346.84,276.33,295.79
650.825,270.92,309.54,257.31,650.825,277.65,287.15,356.2,650.825,332.79,283.35,328.55
651.241,306.03,351.67,294.76,651.241,251.9,305.88,285.98,651.241,302.37,234.2,216.21
651.656,315.39,318.9,306.46,651.656,301.05,273.11,318.75,651.656,208.75,313.78,272.38
652.072,366.88,295.49,322.85,652.072,385.31,355.03,295.35,652.072,271.94,241.22,284.08
652.487,399.65,234.64,285.4,652.487,394.67,245.02,335.14,652.487,295.35,299.73,321.53
652.903,289.64,218.25,297.1,652.903,258.92,350.35,374.92,652.903,285.98,346.55,321.53
653.318,320.07,330.6,306.46,653.318,319.78,256.73,342.16,653.318,311.73,295.05,230.25
653.733,327.09,300.17,320.51,653.733,277.65,245.02,344.5,653.733,285.98,266.97,335.57
654.149,336.45,267.41,315.83,654.149,368.93,317.58,330.45,654.149,330.45,259.95,342.6
654.564,327.09,293.15,306.46,654.564,308.07,294.18,283.64,654.564,302.37,271.65,298.13
654.979,259.21,314.22,285.4,654.979,294.03,252.05,285.98,654.979,288.32,281.01,274.72
655.394,282.62,325.92,257.31,655.394,240.2,308.22,307.05,655.394,332.79,325.48,295.79
655.809,277.94,314.22,287.74,655.809,308.07,357.37,353.86,655.809,274.28,264.63,319.19
656.224,327.09,283.79,304.12,656.224,352.54,359.71,356.2,656.224,332.79,325.48,293.44
656.639,334.11,351.67,287.74,656.639,340.84,326.94,316.41,656.639,307.05,295.05,267.7
657.054,299,239.32,224.55,657.054,345.52,305.88,229.81,657.054,304.71,325.48,237.27
657.469,310.71,302.51,381.36,657.469,326.8,268.43,267.26,657.469,300.03,306.76,337.91
657.884,296.66,267.41,280.72,657.884,223.81,376.09,276.62,657.884,321.09,281.01,216.21
658.298,268.58,356.35,327.53,658.298,343.18,369.07,346.84,658.298,309.39,320.8,309.83
658.713,336.45,316.56,315.83,658.713,336.16,284.81,374.92,658.713,250.88,250.58,337.91
659.128,275.6,309.54,325.19,659.128,345.52,268.43,335.14,659.128,257.9,393.36,293.44
659.542,259.21,309.54,240.93,659.542,345.52,322.26,278.96,659.542,304.71,271.65,253.66
659.957,296.66,361.03,327.53,659.957,272.96,294.18,374.92,659.957,288.32,231.86,370.68
660.371,352.84,304.85,311.14,660.371,265.94,301.2,337.48,660.371,250.88,250.58,279.4
660.786,282.62,325.92,243.27,660.786,282.33,280.13,288.32,660.786,356.2,353.57,309.83
661.2,249.85,328.26,276.04,661.2,303.39,376.09,318.75,661.2,246.2,332.5,265.36
661.615,284.96,346.98,283.06,661.615,336.16,242.68,351.52,661.615,295.35,318.46,239.61
662.029,275.6,309.54,189.44,662.029,357.22,242.68,332.79,662.029,349.18,309.1,321.53
662.443,322.41,255.7,231.57,662.443,198.07,273.11,309.39,662.443,281.3,250.58,244.29
662.857,287.3,309.54,336.89,662.857,310.41,275.45,293.01,662.857,386.63,313.78,284.08
663.272,315.39,281.45,264.33,663.272,270.62,238,356.2,663.272,290.67,320.8,258.34
663.686,322.41,300.17,336.89,663.686,265.94,249.71,295.35,663.686,337.48,360.59,284.08
664.1,301.34,358.69,276.04,664.1,294.03,338.65,297.69,664.1,344.5,367.61,307.49
664.514,289.64,335.28,306.46,664.514,310.41,310.56,356.2,664.514,316.41,320.8,330.89
664.928,247.51,398.48,273.7,664.928,296.37,186.51,316.41,664.928,295.35,302.08,248.97
665.341,343.47,361.03,306.46,665.341,380.63,247.37,276.62,665.341,302.37,295.05,270.04
665.755,336.45,314.22,261.99,665.755,287.01,282.47,323.43,665.755,311.73,316.12,293.44
666.169,308.37,325.92,254.97,666.169,322.12,263.75,316.41,666.169,257.9,339.52,307.49
666.583,299,337.62,294.76,666.583,282.33,263.75,311.73,666.583,302.37,264.63,253.66
666.996,235.81,248.68,343.91,666.996,287.01,312.9,285.98,666.996,246.2,313.78,337.91
667.41,287.3,314.22,343.91,667.41,378.29,291.84,374.92,667.41,271.94,288.03,270.04
667.824,317.73,311.88,313.49,667.824,378.29,322.26,337.48,667.824,183,306.76,363.66
668.237,317.73,382.09,247.95,668.237,275.31,245.02,374.92,668.237,278.96,288.03,358.98
668.651,207.72,339.96,294.76,668.651,296.37,235.66,311.73,668.651,246.2,285.69,281.74
669.064,296.66,302.51,240.93,669.064,329.14,301.2,328.11,669.064,264.92,353.57,279.4
669.478,256.87,295.49,311.14,669.478,371.27,214.6,351.52,669.478,300.03,304.42,316.85
669.891,217.08,260.38,325.19,669.891,312.75,301.2,269.6,669.891,281.3,332.5,316.85
670.304,306.03,276.77,313.49,670.304,256.58,298.86,335.14,670.304,253.22,297.39,300.47
670.717,289.64,309.54,297.1,670.717,326.8,322.26,293.01,670.717,302.37,229.52,351.96
671.13,259.21,300.17,278.38,671.13,298.71,254.39,295.35,671.13,316.41,290.37,284.08
671.544,270.92,290.81,364.98,671.544,326.8,263.75,318.75,671.544,346.84,229.52,344.94
671.957,266.24,276.77,329.87,671.957,310.41,275.45,264.92,671.957,323.43,325.48,335.57
672.37,280.28,262.73,250.29,672.37,287.01,277.79,276.62,672.37,360.88,262.29,333.23
672.783,313.05,321.24,336.89,672.783,298.71,221.62,318.75,672.783,246.2,285.69,251.32
673.196,336.45,349.32,287.74,673.196,310.41,315.24,356.2,673.196,311.73,255.26,265.36
673.608,343.47,384.43,261.99,673.608,282.33,273.11,285.98,673.608,330.45,332.5,293.44
674.021,329.43,276.77,264.33,674.021,282.33,270.77,311.73,674.021,269.6,353.57,253.66
674.434,282.62,318.9,348.59,674.434,315.09,252.05,309.39,674.434,314.07,250.58,351.96
674.847,306.03,286.13,304.12,674.847,261.26,256.73,311.73,674.847,297.69,334.84,274.72
675.259,296.66,365.71,278.38,675.259,263.6,294.18,304.71,675.259,269.6,318.46,237.27
675.672,345.81,255.7,292.42,675.672,261.26,315.24,288.32,675.672,285.98,320.8,270.04
676.084,296.66,262.73,336.89,676.084,277.65,308.22,307.05,676.084,264.92,304.42,305.15
676.497,266.24,283.79,332.21,676.497,338.5,298.86,297.69,676.497,314.07,248.24,270.04
676.909,270.92,335.28,364.98,676.909,331.48,240.34,241.51,676.909,257.9,302.08,319.19
677.322,299,307.2,285.4,677.322,312.75,296.52,302.37,677.322,281.3,309.1,309.83
677.734,324.75,330.6,304.12,677.734,324.46,315.24,321.09,677.734,232.15,248.24,234.93
678.146,324.75,232.3,280.72,678.146,315.09,291.84,269.6,678.146,274.28,220.16,246.63
678.559,299,244,283.06,678.559,380.63,301.2,293.01,678.559,276.62,320.8,295.79
678.971,261.55,265.07,273.7,678.971,296.37,256.73,288.32,678.971,295.35,318.46,307.49
679.383,273.26,314.22,285.4,679.383,249.56,233.32,323.43,679.383,267.26,269.31,263.02
679.795,341.13,330.6,285.4,679.795,240.2,209.92,295.35,679.795,316.41,283.35,319.19
680.207,273.26,276.77,217.52,680.207,333.82,338.65,267.26,680.207,316.41,283.35,263.02
680.619,313.05,314.22,315.83,680.619,326.8,268.43,297.69,680.619,281.3,348.89,309.83
681.031,277.94,276.77,311.14,681.031,209.77,317.58,302.37,681.031,255.56,323.14,281.74
681.443,275.6,323.58,306.46,681.443,298.71,277.79,255.56,681.443,255.56,271.65,330.89
681.855,273.26,232.3,290.08,681.855,331.48,287.15,309.39,681.855,264.92,273.99,227.91
682.267,238.15,325.92,266.67,682.267,315.09,247.37,239.17,682.267,293.01,283.35,246.63
682.678,310.71,339.96,329.87,682.678,352.54,312.9,234.49,682.678,314.07,316.12,321.53
683.09,203.04,342.3,299.44,683.09,326.8,315.24,264.92,683.09,332.79,295.05,328.55
683.502,240.49,346.98,325.19,683.502,289.35,256.73,370.24,683.502,234.49,288.03,295.79
683.913,294.32,332.94,348.59,683.913,305.73,319.92,330.45,683.913,253.22,271.65,291.1
684.325,254.53,346.98,301.78,684.325,373.61,254.39,377.27,684.325,281.3,276.33,239.61
684.736,240.49,307.2,301.78,684.736,322.12,277.79,304.71,684.736,318.75,269.31,265.36
685.147,334.11,332.94,304.12,685.147,294.03,315.24,323.43,685.147,325.77,325.48,265.36
685.559,294.32,323.58,306.46,685.559,322.12,326.94,262.58,685.559,283.64,210.79,258.34
685.97,334.11,255.7,226.89,685.97,315.09,296.52,281.3,685.97,278.96,271.65,237.27
686.381,249.85,314.22,318.17,686.381,315.09,282.47,367.9,686.381,246.2,271.65,316.85
686.793,275.6,311.88,254.97,686.793,308.07,364.39,337.48,686.793,250.88,283.35,309.83
687.204,294.32,330.6,243.27,687.204,333.82,305.88,288.32,687.204,288.32,325.48,281.74
687.615,238.15,351.67,301.78,687.615,256.58,226.3,269.6,687.615,283.64,269.31,277.06
688.026,336.45,323.58,266.67,688.026,237.86,301.2,295.35,688.026,236.83,281.01,270.04
688.437,254.53,304.85,339.23,688.437,361.91,289.5,328.11,688.437,288.32,281.01,295.79
688.848,282.62,351.67,379.02,688.848,301.05,301.2,330.45,688.848,285.98,273.99,227.91
689.259,280.28,304.85,327.53,689.259,205.09,312.9,330.45,689.259,295.35,337.18,241.95
689.67,240.49,344.64,243.27,689.67,277.65,242.68,344.5,689.67,307.05,264.63,223.23
690.08,268.58,302.51,278.38,690.08,254.24,238,323.43,690.08,262.58,229.52,225.57
690.491,184.32,286.13,292.42,690.491,340.84,333.97,297.69,690.491,311.73,276.33,260.68
690.902,266.24,330.6,325.19,690.902,298.71,249.71,339.82,690.902,302.37,213.14,272.38
691.312,221.77,349.32,278.38,691.312,322.12,219.28,293.01,691.312,288.32,285.69,333.23
691.723,289.64,337.62,320.51,691.723,312.75,305.88,363.22,691.723,269.6,316.12,321.53
692.133,247.51,330.6,266.67,692.133,277.65,301.2,290.67,692.133,278.96,281.01,267.7
692.544,245.17,339.96,306.46,692.544,247.22,308.22,281.3,692.544,325.77,262.29,284.08
692.954,221.77,309.54,318.17,692.954,350.2,294.18,325.77,692.954,332.79,220.16,309.83
693.365,313.05,276.77,336.89,693.365,350.2,303.54,293.01,693.365,264.92,250.58,270.04
693.775,341.13,272.09,327.53,693.775,322.12,357.37,323.43,693.775,307.05,313.78,279.4
694.185,334.11,274.43,269.02,694.185,322.12,333.97,381.95,694.185,304.71,327.82,295.79
694.596,284.96,309.54,294.76,694.596,338.5,359.71,241.51,694.596,328.11,295.05,295.79
695.006,270.92,274.43,299.44,695.006,357.22,284.81,307.05,695.006,197.04,295.05,272.38
695.416,254.53,265.07,318.17,695.416,345.52,202.9,344.5,695.416,220.45,252.92,267.7
695.826,287.3,318.9,290.08,695.826,282.33,240.34,332.79,695.826,264.92,339.52,347.28
696.236,247.51,309.54,304.12,696.236,310.41,322.26,300.03,696.236,295.35,283.35,274.72
696.646,336.45,307.2,287.74,696.646,315.09,259.07,307.05,696.646,285.98,273.99,270.04
697.056,284.96,300.17,357.96,697.056,371.27,289.5,288.32,697.056,283.64,334.84,246.63
