USB2+H08074_1:101 100 ms high power,c,b,a,USB2+H08074_1:101 75 ms,a,b,c,USB2+H08074_1:101 100 ms high power proof that you see PL,c 100 ms,"b 10,000 us",a 8000 us
814.038,289.64,304.85,332.21,814.038,324.46,305.88,330.45,814.038,311.73,348.89,307.49
814.432,273.26,389.11,245.61,814.432,287.01,310.56,314.07,814.432,360.88,285.69,270.04
814.826,203.04,307.2,257.31,814.826,301.05,322.26,307.05,814.826,339.82,288.03,307.49
815.22,282.62,318.9,264.33,815.22,268.28,275.45,255.56,815.22,346.84,313.78,202.16
815.614,296.66,283.79,257.31,815.614,272.96,317.58,330.45,815.614,377.27,311.44,263.02
816.007,373.9,307.2,273.7,816.007,303.39,252.05,353.86,816.007,293.01,309.1,305.15
816.401,348.15,318.9,360.3,816.401,301.05,324.6,288.32,816.401,395.99,304.42,326.21
816.794,296.66,265.07,266.67,816.794,338.5,308.22,344.5,816.794,278.96,255.26,337.91
817.188,313.05,368.05,315.83,817.188,279.99,200.55,236.83,817.188,367.9,351.23,232.59
817.581,284.96,414.86,360.3,817.581,315.09,305.88,297.69,817.581,328.11,313.78,333.23
817.975,259.21,293.15,306.46,817.975,322.12,296.52,363.22,817.975,283.64,250.58,323.87
818.368,259.21,253.36,283.06,818.368,235.52,336.31,330.45,818.368,271.94,316.12,368.34
818.761,268.58,372.73,292.42,818.761,268.28,317.58,325.77,818.761,321.09,369.95,305.15
819.154,315.39,234.64,362.64,819.154,289.35,247.37,290.67,819.154,257.9,348.89,349.62
819.548,385.6,351.67,285.4,819.548,265.94,238,269.6,819.548,321.09,348.89,307.49
819.941,284.96,332.94,325.19,819.941,338.5,298.86,367.9,819.941,318.75,348.89,223.23
820.334,299,276.77,332.21,820.334,308.07,291.84,257.9,820.334,328.11,245.9,312.17
820.727,322.41,288.47,294.76,820.727,315.09,270.77,276.62,820.727,300.03,323.14,305.15
821.12,348.15,335.28,222.2,821.12,301.05,287.15,285.98,821.12,253.22,302.08,342.6
821.512,320.07,321.24,304.12,821.512,336.16,289.5,264.92,821.512,351.52,313.78,260.68
821.905,306.03,311.88,341.57,821.905,291.69,310.56,318.75,821.905,300.03,255.26,253.66
822.298,289.64,309.54,224.55,822.298,305.73,270.77,302.37,822.298,276.62,234.2,337.91
822.691,341.13,267.41,257.31,822.691,251.9,284.81,300.03,822.691,363.22,348.89,314.51
823.083,322.41,328.26,362.64,823.083,331.48,275.45,260.24,823.083,253.22,299.73,279.4
823.476,334.11,272.09,297.1,823.476,289.35,256.73,253.22,823.476,262.58,297.39,302.81
823.868,324.75,323.58,273.7,823.868,261.26,326.94,297.69,823.868,257.9,224.84,284.08
824.261,317.73,295.49,238.59,824.261,303.39,291.84,325.77,824.261,318.75,281.01,284.08
824.653,280.28,232.3,240.93,824.653,340.84,289.5,264.92,824.653,367.9,304.42,277.06
825.045,310.71,300.17,332.21,825.045,326.8,348.01,360.88,825.045,276.62,316.12,267.7
825.438,322.41,293.15,292.42,825.438,291.69,280.13,290.67,825.438,290.67,281.01,284.08
825.83,322.41,321.24,336.89,825.83,298.71,352.69,297.69,825.83,293.01,262.29,351.96
826.222,313.05,321.24,360.3,826.222,340.84,245.02,276.62,826.222,309.39,299.73,272.38
826.614,310.71,281.45,215.18,826.614,291.69,294.18,351.52,826.614,311.73,318.46,216.21
827.006,284.96,288.47,320.51,827.006,287.01,261.41,281.3,827.006,290.67,295.05,319.19
827.398,259.21,330.6,271.36,827.398,256.58,312.9,332.79,827.398,300.03,281.01,267.7
827.79,294.32,272.09,311.14,827.79,310.41,305.88,328.11,827.79,213.43,295.05,326.21
828.182,331.77,269.75,257.31,828.182,343.18,245.02,295.35,828.182,332.79,281.01,230.25
828.574,334.11,304.85,254.97,828.574,294.03,226.3,269.6,828.574,328.11,311.44,356.64
828.966,345.81,311.88,292.42,828.966,277.65,270.77,285.98,828.966,332.79,302.08,270.04
829.357,320.07,307.2,353.27,829.357,378.29,296.52,311.73,829.357,257.9,255.26,307.49
829.749,231.13,293.15,276.04,829.749,340.84,263.75,295.35,829.749,328.11,250.58,256
830.14,273.26,351.67,313.49,830.14,258.92,305.88,386.63,830.14,339.82,227.18,305.15
830.532,357.52,302.51,393.06,830.532,294.03,301.2,307.05,830.532,337.48,332.5,344.94
830.923,357.52,288.47,278.38,830.923,277.65,305.88,356.2,830.923,318.75,304.42,309.83
831.315,275.6,276.77,313.49,831.315,333.82,291.84,344.5,831.315,332.79,271.65,234.93
831.706,299,344.64,252.63,831.706,251.9,291.84,302.37,831.706,300.03,278.67,239.61
832.097,299,335.28,306.46,832.097,312.75,263.75,253.22,832.097,314.07,269.31,253.66
832.489,320.07,290.81,205.82,832.489,352.54,284.81,311.73,832.489,349.18,320.8,305.15
832.88,252.19,304.85,318.17,832.88,294.03,324.6,262.58,832.88,293.01,353.57,258.34
833.271,306.03,267.41,362.64,833.271,347.86,266.09,353.86,833.271,325.77,337.18,284.08
833.662,249.85,276.77,290.08,833.662,315.09,249.71,295.35,833.662,307.05,325.48,277.06
834.053,299,239.32,269.02,834.053,343.18,238,332.79,834.053,264.92,297.39,263.02
834.444,329.43,307.2,318.17,834.444,301.05,277.79,332.79,834.444,285.98,334.84,281.74
834.835,266.24,295.49,318.17,834.835,361.91,212.26,276.62,834.835,304.71,323.14,358.98
835.226,334.11,290.81,238.59,835.226,326.8,245.02,330.45,835.226,309.39,318.46,340.26
835.616,268.58,314.22,297.1,835.616,249.56,301.2,285.98,835.616,253.22,334.84,302.81
836.007,310.71,300.17,294.76,836.007,312.75,301.2,302.37,836.007,271.94,248.24,253.66
836.398,268.58,260.38,311.14,836.398,240.2,301.2,302.37,836.398,300.03,304.42,288.76
836.788,289.64,290.81,222.2,836.788,301.05,310.56,318.75,836.788,201.72,276.33,316.85
837.179,254.53,328.26,292.42,837.179,235.52,322.26,274.28,837.179,314.07,313.78,272.38
837.569,245.17,290.81,273.7,837.569,305.73,268.43,290.67,837.569,278.96,266.97,298.13
837.96,266.24,328.26,294.76,837.96,296.37,319.92,300.03,837.96,321.09,264.63,241.95
838.35,282.62,311.88,322.85,838.35,287.01,326.94,365.56,838.35,253.22,292.71,309.83
838.741,277.94,384.43,285.4,838.741,270.62,348.01,243.85,838.741,302.37,278.67,356.64
839.131,256.87,311.88,287.74,839.131,240.2,310.56,358.54,839.131,321.09,266.97,309.83
839.521,273.26,335.28,322.85,839.521,315.09,340.99,293.01,839.521,325.77,318.46,314.51
839.911,294.32,339.96,306.46,839.911,364.25,345.67,307.05,839.911,281.3,325.48,319.19
840.301,259.21,318.9,290.08,840.301,322.12,338.65,302.37,840.301,264.92,311.44,284.08
840.691,329.43,307.2,294.76,840.691,333.82,270.77,318.75,840.691,307.05,281.01,291.1
841.081,266.24,295.49,304.12,841.081,336.16,287.15,309.39,841.081,257.9,281.01,258.34
841.471,336.45,293.15,306.46,841.471,338.5,333.97,206.41,841.471,295.35,292.71,246.63
841.861,273.26,293.15,313.49,841.861,287.01,315.24,281.3,841.861,332.79,341.86,330.89
842.251,334.11,325.92,290.08,842.251,303.39,324.6,281.3,842.251,307.05,276.33,314.51
842.64,348.15,337.62,339.23,842.64,251.9,333.97,325.77,842.64,278.96,313.78,260.68
843.03,310.71,269.75,327.53,843.03,301.05,240.34,278.96,843.03,241.51,386.33,356.64
843.42,296.66,297.83,315.83,843.42,331.48,298.86,253.22,843.42,323.43,290.37,326.21
843.809,308.37,276.77,306.46,843.809,347.86,249.71,243.85,843.809,274.28,283.35,302.81
844.199,268.58,281.45,306.46,844.199,312.75,362.05,314.07,844.199,243.85,255.26,281.74
844.588,299,244,236.25,844.588,289.35,359.71,243.85,844.588,293.01,295.05,307.49
844.977,296.66,318.9,222.2,844.977,361.91,331.62,281.3,844.977,293.01,250.58,239.61
845.367,336.45,398.48,287.74,845.367,336.16,310.56,243.85,845.367,283.64,309.1,230.25
845.756,299,351.67,269.02,845.756,258.92,233.32,271.94,845.756,323.43,271.65,340.26
846.145,345.81,281.45,334.55,846.145,315.09,326.94,318.75,846.145,262.58,288.03,298.13
846.534,261.55,290.81,266.67,846.534,301.05,247.37,269.6,846.534,283.64,309.1,358.98
846.923,320.07,309.54,311.14,846.923,303.39,277.79,257.9,846.923,293.01,276.33,258.34
847.312,268.58,386.77,285.4,847.312,329.14,252.05,232.15,847.312,283.64,271.65,272.38
847.701,355.18,260.38,374.34,847.701,268.28,324.6,302.37,847.701,325.77,311.44,256
848.09,306.03,314.22,343.91,848.09,322.12,294.18,293.01,848.09,278.96,264.63,305.15
848.479,306.03,337.62,257.31,848.479,373.61,333.97,325.77,848.479,257.9,276.33,298.13
848.868,242.83,330.6,294.76,848.868,298.71,261.41,264.92,848.868,304.71,288.03,183.44
849.257,296.66,332.94,318.17,849.257,272.96,275.45,285.98,849.257,229.81,259.95,293.44
849.645,261.55,323.58,252.63,849.645,324.46,282.47,335.14,849.645,248.54,273.99,321.53
850.034,299,318.9,283.06,850.034,319.78,317.58,260.24,850.034,220.45,316.12,307.49
850.422,249.85,260.38,325.19,850.422,265.94,298.86,344.5,850.422,274.28,302.08,253.66
850.811,280.28,314.22,290.08,850.811,277.65,280.13,288.32,850.811,309.39,283.35,307.49
851.199,303.68,260.38,393.06,851.199,305.73,317.58,302.37,851.199,250.88,259.95,284.08
851.588,350.5,265.07,297.1,851.588,312.75,336.31,271.94,851.588,323.43,323.14,300.47
851.976,315.39,276.77,355.62,851.976,242.54,270.77,328.11,851.976,269.6,299.73,270.04
852.364,315.39,269.75,278.38,852.364,350.2,263.75,391.31,852.364,255.56,227.18,225.57
852.753,261.55,361.03,243.27,852.753,303.39,252.05,337.48,852.753,337.48,309.1,298.13
853.141,277.94,276.77,299.44,853.141,258.92,336.31,328.11,853.141,311.73,306.76,344.94
853.529,284.96,293.15,327.53,853.529,263.6,301.2,274.28,853.529,285.98,355.91,321.53
853.917,299,281.45,301.78,853.917,333.82,291.84,295.35,853.917,349.18,292.71,234.93
854.305,245.17,227.62,187.1,854.305,310.41,287.15,293.01,854.305,262.58,288.03,263.02
854.693,284.96,325.92,311.14,854.693,352.54,296.52,288.32,854.693,321.09,288.03,277.06
855.08,296.66,288.47,252.63,855.08,249.56,247.37,311.73,855.08,281.3,325.48,316.85
855.468,310.71,321.24,238.59,855.468,322.12,345.67,309.39,855.468,250.88,288.03,270.04
855.856,287.3,246.34,287.74,855.856,263.6,280.13,337.48,855.856,264.92,311.44,368.34
856.244,320.07,386.77,269.02,856.244,294.03,259.07,295.35,856.244,271.94,273.99,291.1
856.631,336.45,316.56,311.14,856.631,357.22,256.73,250.88,856.631,316.41,288.03,279.4
857.019,282.62,253.36,322.85,857.019,261.26,319.92,328.11,857.019,309.39,238.88,260.68
857.406,315.39,363.37,329.87,857.406,258.92,277.79,337.48,857.406,304.71,306.76,284.08
857.794,268.58,288.47,313.49,857.794,251.9,380.78,335.14,857.794,283.64,304.42,288.76
858.181,308.37,311.88,269.02,858.181,230.84,301.2,372.58,858.181,293.01,341.86,288.76
858.568,254.53,384.43,315.83,858.568,322.12,221.62,264.92,858.568,300.03,241.22,277.06
858.956,315.39,349.32,259.65,858.956,258.92,259.07,311.73,858.956,250.88,264.63,232.59
859.343,261.55,304.85,311.14,859.343,315.09,256.73,360.88,859.343,257.9,355.91,340.26
859.73,289.64,267.41,269.02,859.73,371.27,301.2,260.24,859.73,304.71,341.86,307.49
860.117,287.3,288.47,327.53,860.117,216.79,280.13,250.88,860.117,295.35,330.16,260.68
860.504,341.13,262.73,318.17,860.504,277.65,301.2,318.75,860.504,257.9,309.1,326.21
860.891,284.96,318.9,320.51,860.891,338.5,280.13,288.32,860.891,304.71,311.44,302.81
861.278,256.87,361.03,278.38,861.278,326.8,305.88,304.71,861.278,274.28,278.67,309.83
861.665,268.58,311.88,259.65,861.665,312.75,329.28,285.98,861.665,332.79,227.18,246.63
862.052,317.73,351.67,299.44,862.052,371.27,282.47,297.69,862.052,211.09,295.05,300.47
862.438,289.64,269.75,259.65,862.438,336.16,284.81,239.17,862.438,349.18,264.63,284.08
862.825,294.32,309.54,304.12,862.825,256.58,270.77,346.84,862.825,236.83,227.18,354.3
863.212,231.13,335.28,343.91,863.212,338.5,275.45,318.75,863.212,337.48,288.03,300.47
863.598,270.92,302.51,299.44,863.598,244.88,333.97,330.45,863.598,278.96,290.37,239.61
863.985,273.26,323.58,297.1,863.985,277.65,338.65,337.48,863.985,250.88,325.48,279.4
864.371,289.64,293.15,315.83,864.371,338.5,291.84,290.67,864.371,253.22,302.08,314.51
864.757,242.83,389.11,233.91,864.757,282.33,298.86,269.6,864.757,309.39,283.35,213.87
865.144,254.53,302.51,395.4,865.144,338.5,263.75,274.28,865.144,283.64,234.2,309.83
865.53,261.55,304.85,304.12,865.53,277.65,235.66,283.64,865.53,234.49,306.76,298.13
865.916,315.39,332.94,285.4,865.916,301.05,284.81,384.29,865.916,290.67,309.1,307.49
866.302,313.05,272.09,294.76,866.302,275.31,280.13,302.37,866.302,302.37,278.67,267.7
866.688,284.96,267.41,325.19,866.688,315.09,312.9,351.52,866.688,253.22,276.33,260.68
867.074,299,297.83,294.76,867.074,284.67,308.22,370.24,867.074,257.9,309.1,267.7
867.46,306.03,335.28,329.87,867.46,319.78,254.39,335.14,867.46,309.39,318.46,223.23
867.846,366.88,307.2,379.02,867.846,247.22,336.31,386.63,867.846,295.35,367.61,246.63
868.232,249.85,290.81,287.74,868.232,357.22,277.79,351.52,868.232,304.71,334.84,246.63
868.618,282.62,274.43,269.02,868.618,284.67,291.84,335.14,868.618,257.9,250.58,319.19
869.004,282.62,318.9,294.76,869.004,303.39,256.73,325.77,869.004,285.98,367.61,241.95
869.389,334.11,302.51,322.85,869.389,272.96,268.43,384.29,869.389,213.43,281.01,307.49
869.775,362.2,330.6,264.33,869.775,338.5,301.2,344.5,869.775,278.96,276.33,251.32
870.16,329.43,351.67,283.06,870.16,364.25,305.88,255.56,870.16,190.02,264.63,358.98
870.546,315.39,318.9,285.4,870.546,301.05,338.65,311.73,870.546,248.54,304.42,295.79
870.931,228.79,309.54,357.96,870.931,315.09,301.2,328.11,870.931,271.94,362.93,295.79
871.317,306.03,332.94,280.72,871.317,303.39,345.67,297.69,871.317,290.67,320.8,258.34
871.702,252.19,258.04,318.17,871.702,301.05,343.33,311.73,871.702,346.84,288.03,319.19
872.087,254.53,337.62,306.46,872.087,315.09,333.97,290.67,872.087,225.13,210.79,281.74
872.472,313.05,272.09,257.31,872.472,389.99,331.62,330.45,872.472,309.39,318.46,293.44
872.857,355.18,286.13,215.18,872.857,287.01,324.6,300.03,872.857,314.07,381.65,270.04
873.242,284.96,290.81,341.57,873.242,343.18,301.2,220.45,873.242,302.37,309.1,300.47
873.627,282.62,335.28,325.19,873.627,361.91,254.39,309.39,873.627,220.45,255.26,244.29
874.012,259.21,325.92,304.12,874.012,308.07,277.79,342.16,874.012,271.94,325.48,253.66
874.397,317.73,293.15,339.23,874.397,279.99,263.75,330.45,874.397,213.43,243.56,256
874.782,282.62,309.54,353.27,874.782,319.78,355.03,278.96,874.782,314.07,194.41,319.19
875.167,270.92,276.77,278.38,875.167,354.88,282.47,311.73,875.167,337.48,278.67,263.02
875.552,341.13,307.2,292.42,875.552,315.09,284.81,309.39,875.552,264.92,259.95,202.16
875.936,299,349.32,325.19,875.936,291.69,301.2,391.31,875.936,267.26,248.24,284.08
876.321,331.77,335.28,353.27,876.321,329.14,291.84,318.75,876.321,264.92,309.1,295.79
876.705,310.71,311.88,327.53,876.705,315.09,221.62,285.98,876.705,267.26,325.48,321.53
877.09,266.24,325.92,332.21,877.09,277.65,284.81,346.84,877.09,250.88,309.1,281.74
877.474,259.21,276.77,280.72,877.474,331.48,333.97,250.88,877.474,232.15,271.65,319.19
877.858,289.64,314.22,278.38,877.858,291.69,298.86,307.05,877.858,274.28,309.1,246.63
878.243,259.21,318.9,266.67,878.243,249.56,296.52,271.94,878.243,234.49,292.71,309.83
878.627,284.96,265.07,315.83,878.627,296.37,291.84,297.69,878.627,307.05,334.84,267.7
879.011,299,236.98,297.1,879.011,270.62,331.62,281.3,879.011,344.5,271.65,305.15
879.395,301.34,246.34,336.89,879.395,270.62,254.39,332.79,879.395,316.41,259.95,277.06
879.779,277.94,417.2,250.29,879.779,270.62,247.37,316.41,879.779,302.37,299.73,284.08
880.163,378.58,293.15,269.02,880.163,324.46,305.88,300.03,880.163,253.22,250.58,307.49
880.547,303.68,323.58,245.61,880.547,289.35,263.75,316.41,880.547,274.28,257.61,279.4
880.931,296.66,253.36,247.95,880.931,333.82,275.45,288.32,880.931,285.98,304.42,284.08
881.315,296.66,290.81,343.91,881.315,287.01,280.13,269.6,881.315,255.56,334.84,258.34
881.699,247.51,337.62,299.44,881.699,275.31,366.73,281.3,881.699,248.54,344.21,293.44
882.082,280.28,339.96,283.06,882.082,333.82,207.58,274.28,882.082,208.75,311.44,293.44
882.466,308.37,276.77,259.65,882.466,338.5,226.3,321.09,882.466,257.9,313.78,281.74
882.849,299,288.47,271.36,882.849,333.82,252.05,358.54,882.849,190.02,278.67,337.91
883.233,282.62,293.15,308.8,883.233,340.84,352.69,323.43,883.233,243.85,316.12,284.08
883.616,266.24,339.96,276.04,883.616,359.56,219.28,236.83,883.616,278.96,299.73,234.93
884,277.94,307.2,257.31,884,284.67,275.45,295.35,884,318.75,362.93,295.79
884.383,277.94,234.64,311.14,884.383,319.78,280.13,316.41,884.383,253.22,285.69,312.17
884.766,299,290.81,254.97,884.766,296.37,296.52,220.45,884.766,243.85,259.95,239.61
885.15,306.03,368.05,301.78,885.15,326.8,305.88,325.77,885.15,311.73,358.25,209.19
885.533,289.64,255.7,231.57,885.533,345.52,331.62,337.48,885.533,295.35,255.26,312.17
885.916,275.6,400.82,339.23,885.916,310.41,249.71,314.07,885.916,234.49,271.65,265.36
886.299,331.77,258.04,250.29,886.299,282.33,254.39,349.18,886.299,274.28,374.63,298.13
886.682,284.96,321.24,294.76,886.682,368.93,301.2,304.71,886.682,302.37,316.12,342.6
887.065,261.55,307.2,343.91,887.065,340.84,268.43,297.69,887.065,300.03,243.56,267.7
887.448,343.47,276.77,276.04,887.448,226.15,359.71,379.61,887.448,293.01,241.22,328.55
887.83,268.58,267.41,245.61,887.83,270.62,289.5,232.15,887.83,307.05,266.97,356.64
888.213,270.92,244,306.46,888.213,287.01,338.65,318.75,888.213,290.67,299.73,230.25
888.596,294.32,297.83,287.74,888.596,268.28,252.05,356.2,888.596,349.18,220.16,319.19
888.978,359.86,274.43,224.55,888.978,291.69,298.86,314.07,888.978,325.77,278.67,277.06
889.361,308.37,290.81,322.85,889.361,345.52,263.75,337.48,889.361,314.07,337.18,326.21
889.743,294.32,288.47,325.19,889.743,303.39,345.67,316.41,889.743,215.77,318.46,344.94
890.126,291.98,335.28,231.57,890.126,277.65,282.47,260.24,890.126,276.62,248.24,307.49
890.508,341.13,283.79,273.7,890.508,305.73,291.84,318.75,890.508,278.96,299.73,314.51
890.89,299,332.94,301.78,890.89,326.8,294.18,316.41,890.89,295.35,323.14,342.6
891.273,275.6,314.22,271.36,891.273,275.31,254.39,325.77,891.273,173.64,362.93,256
891.655,277.94,377.41,313.49,891.655,268.28,261.41,360.88,891.655,339.82,309.1,279.4
892.037,310.71,283.79,306.46,892.037,345.52,259.07,316.41,892.037,311.73,309.1,279.4
892.419,261.55,346.98,285.4,892.419,326.8,319.92,239.17,892.419,300.03,269.31,312.17
892.801,301.34,218.25,343.91,892.801,345.52,280.13,318.75,892.801,293.01,288.03,253.66
893.183,310.71,262.73,350.93,893.183,319.78,331.62,304.71,893.183,253.22,259.95,321.53
893.565,284.96,229.96,273.7,893.565,258.92,305.88,276.62,893.565,276.62,374.63,295.79
893.947,341.13,265.07,266.67,893.947,345.52,336.31,370.24,893.947,316.41,208.45,260.68
894.328,254.53,314.22,376.68,894.328,251.9,280.13,309.39,894.328,321.09,318.46,305.15
894.71,247.51,339.96,259.65,894.71,287.01,343.33,274.28,894.71,295.35,318.46,309.83
895.092,261.55,274.43,311.14,895.092,340.84,376.09,330.45,895.092,318.75,278.67,272.38
895.473,324.75,272.09,283.06,895.473,329.14,331.62,379.61,895.473,314.07,330.16,291.1
895.855,341.13,286.13,287.74,895.855,263.6,319.92,314.07,895.855,314.07,276.33,223.23
896.236,308.37,318.9,285.4,896.236,315.09,324.6,318.75,896.236,325.77,288.03,333.23
896.618,341.13,368.05,306.46,896.618,345.52,268.43,271.94,896.618,274.28,281.01,284.08
896.999,287.3,304.85,257.31,896.999,270.62,261.41,257.9,896.999,271.94,283.35,295.79
897.38,254.53,281.45,306.46,897.38,305.73,343.33,218.11,897.38,285.98,288.03,363.66
897.761,322.41,323.58,276.04,897.761,324.46,226.3,328.11,897.761,290.67,238.88,321.53
898.143,355.18,311.88,297.1,898.143,277.65,315.24,290.67,898.143,285.98,297.39,284.08
898.524,336.45,384.43,341.57,898.524,251.9,277.79,325.77,898.524,300.03,351.23,263.02
898.905,317.73,311.88,357.96,898.905,324.46,303.54,330.45,898.905,213.43,276.33,312.17
899.286,296.66,318.9,240.93,899.286,373.61,289.5,290.67,899.286,309.39,231.86,293.44
899.666,254.53,236.98,304.12,899.666,261.26,256.73,260.24,899.666,271.94,337.18,288.76
900.047,294.32,251.02,264.33,900.047,317.44,291.84,276.62,900.047,323.43,318.46,270.04
900.428,322.41,318.9,304.12,900.428,282.33,308.22,293.01,900.428,257.9,255.26,284.08
900.809,289.64,246.34,348.59,900.809,315.09,310.56,281.3,900.809,293.01,348.89,260.68
901.19,256.87,281.45,299.44,901.19,296.37,315.24,264.92,901.19,285.98,276.33,305.15
901.57,299,311.88,313.49,901.57,275.31,294.18,325.77,901.57,274.28,273.99,326.21
901.951,252.19,276.77,313.49,901.951,343.18,329.28,243.85,901.951,311.73,348.89,316.85
902.331,270.92,225.28,388.38,902.331,270.62,329.28,339.82,902.331,241.51,304.42,326.21
902.712,282.62,272.09,283.06,902.712,340.84,259.07,321.09,902.712,328.11,353.57,335.57
903.092,299,260.38,301.78,903.092,296.37,329.28,290.67,903.092,339.82,316.12,232.59
903.472,254.53,234.64,280.72,903.472,317.44,270.77,356.2,903.472,290.67,262.29,312.17
903.852,299,295.49,280.72,903.852,312.75,294.18,349.18,903.852,283.64,231.86,263.02
904.233,306.03,311.88,280.72,904.233,319.78,298.86,360.88,904.233,274.28,332.5,347.28
904.613,313.05,267.41,322.85,904.613,336.16,289.5,381.95,904.613,278.96,278.67,258.34
904.993,315.39,307.2,343.91,904.993,343.18,263.75,239.17,904.993,335.14,393.36,314.51
905.373,322.41,318.9,297.1,905.373,272.96,221.62,356.2,905.373,311.73,295.05,295.79
905.753,277.94,286.13,285.4,905.753,382.97,350.35,290.67,905.753,346.84,276.33,330.89
906.133,287.3,356.35,362.64,906.133,270.62,291.84,309.39,906.133,215.77,330.16,316.85
906.512,270.92,314.22,247.95,906.512,301.05,287.15,257.9,906.512,262.58,320.8,237.27
906.892,357.52,262.73,240.93,906.892,303.39,294.18,349.18,906.892,342.16,276.33,260.68
907.272,313.05,288.47,226.89,907.272,254.24,310.56,349.18,907.272,281.3,273.99,213.87
907.651,280.28,293.15,245.61,907.651,303.39,275.45,360.88,907.651,295.35,311.44,328.55
908.031,350.5,365.71,278.38,908.031,287.01,207.58,281.3,908.031,227.47,271.65,265.36
908.41,294.32,330.6,327.53,908.41,244.88,263.75,281.3,908.41,239.17,325.48,309.83
908.79,291.98,293.15,292.42,908.79,254.24,296.52,243.85,908.79,253.22,334.84,267.7
909.169,306.03,304.85,254.97,909.169,251.9,268.43,288.32,909.169,339.82,255.26,342.6
909.549,291.98,286.13,299.44,909.549,294.03,223.96,367.9,909.549,300.03,358.25,344.94
909.928,308.37,344.64,276.04,909.928,277.65,273.11,246.2,909.928,288.32,259.95,265.36
910.307,322.41,351.67,292.42,910.307,310.41,249.71,276.62,910.307,276.62,339.52,291.1
910.686,289.64,328.26,325.19,910.686,308.07,322.26,325.77,910.686,321.09,332.5,274.72
911.065,287.3,244,238.59,911.065,284.67,308.22,314.07,911.065,304.71,334.84,267.7
911.444,376.24,293.15,297.1,911.444,324.46,413.54,295.35,911.444,304.71,313.78,321.53
911.823,245.17,377.41,355.62,911.823,336.16,301.2,318.75,911.823,290.67,339.52,265.36
912.202,256.87,300.17,285.4,912.202,305.73,284.81,386.63,912.202,295.35,304.42,291.1
912.581,247.51,314.22,273.7,912.581,331.48,282.47,311.73,912.581,307.05,297.39,316.85
912.96,254.53,302.51,325.19,912.96,249.56,319.92,264.92,912.96,344.5,323.14,349.62
913.338,345.81,246.34,343.91,913.338,305.73,259.07,281.3,913.338,323.43,318.46,263.02
913.717,334.11,295.49,402.43,913.717,263.6,242.68,267.26,913.717,267.26,302.08,281.74
914.096,261.55,288.47,269.02,914.096,364.25,172.47,386.63,914.096,281.3,323.14,244.29
914.474,238.15,335.28,280.72,914.474,301.05,301.2,311.73,914.474,255.56,229.52,286.42
914.853,254.53,297.83,320.51,914.853,258.92,312.9,337.48,914.853,257.9,302.08,246.63
915.231,306.03,300.17,269.02,915.231,258.92,343.33,297.69,915.231,290.67,269.31,309.83
915.609,306.03,361.03,306.46,915.609,282.33,305.88,342.16,915.609,281.3,323.14,342.6
915.988,308.37,311.88,269.02,915.988,277.65,340.99,316.41,915.988,285.98,325.48,227.91
916.366,357.52,328.26,269.02,916.366,303.39,315.24,335.14,916.366,218.11,299.73,330.89
916.744,320.07,325.92,261.99,916.744,272.96,259.07,239.17,916.744,246.2,257.61,284.08
917.122,301.34,239.32,327.53,917.122,422.76,305.88,337.48,917.122,290.67,285.69,342.6
917.5,291.98,274.43,261.99,917.5,282.33,333.97,229.81,917.5,267.26,313.78,321.53
917.878,249.85,290.81,259.65,917.878,310.41,312.9,290.67,917.878,318.75,332.5,293.44
918.256,310.71,276.77,313.49,918.256,298.71,294.18,353.86,918.256,307.05,334.84,291.1
918.634,219.43,295.49,287.74,918.634,289.35,312.9,349.18,918.634,332.79,346.55,281.74
919.012,294.32,307.2,313.49,919.012,343.18,312.9,304.71,919.012,295.35,311.44,291.1
919.389,287.3,379.75,250.29,919.389,221.47,308.22,307.05,919.389,262.58,295.05,368.34
919.767,238.15,283.79,264.33,919.767,270.62,287.15,318.75,919.767,323.43,285.69,316.85
920.145,343.47,346.98,294.76,920.145,343.18,352.69,318.75,920.145,316.41,283.35,298.13
920.522,284.96,344.64,304.12,920.522,275.31,270.77,302.37,920.522,353.86,297.39,192.8
920.9,268.58,349.32,336.89,920.9,303.39,336.31,257.9,920.9,229.81,276.33,295.79
921.277,233.47,288.47,247.95,921.277,333.82,254.39,297.69,921.277,283.64,288.03,314.51
921.654,336.45,283.79,339.23,921.654,284.67,298.86,281.3,921.654,255.56,234.2,246.63
922.032,275.6,344.64,409.45,922.032,350.2,315.24,264.92,922.032,250.88,351.23,279.4
922.409,338.79,290.81,372,922.409,350.2,333.97,328.11,922.409,288.32,313.78,253.66
922.786,308.37,309.54,299.44,922.786,261.26,298.86,307.05,922.786,321.09,381.65,298.13
923.163,277.94,363.37,386.04,923.163,305.73,301.2,379.61,923.163,281.3,346.55,265.36
923.54,299,351.67,313.49,923.54,303.39,336.31,274.28,923.54,309.39,299.73,319.19
923.917,282.62,365.71,266.67,923.917,289.35,336.31,323.43,923.917,262.58,248.24,305.15
924.294,306.03,302.51,276.04,924.294,305.73,291.84,297.69,924.294,337.48,339.52,316.85
924.671,254.53,220.6,294.76,924.671,284.67,331.62,307.05,924.671,295.35,266.97,382.39
925.048,299,251.02,350.93,925.048,287.01,226.3,307.05,925.048,300.03,288.03,265.36
925.425,320.07,248.68,269.02,925.425,303.39,270.77,342.16,925.425,234.49,283.35,358.98
