USB2+H08074_1:101,laser on sample,laser off sample,no sample
571.381,435.49,444.7,478.64
571.806,447.19,465.77,427.15
572.231,601.66,395.55,396.72
572.656,496.34,454.06,403.74
573.081,571.24,472.79,462.26
573.505,592.3,407.25,445.87
573.93,517.4,484.49,392.04
574.355,566.56,461.09,455.23
574.779,606.35,528.96,427.15
575.204,559.53,414.27,380.34
575.628,533.79,479.81,504.39
576.053,632.09,526.62,443.53
576.477,533.79,524.28,506.73
576.901,589.96,521.94,401.4
577.326,512.72,561.73,410.76
577.75,522.09,479.81,420.13
578.174,641.45,557.05,375.66
578.598,585.28,517.26,401.4
579.022,611.03,573.43,448.21
579.446,625.07,545.34,406.08
579.87,606.35,475.13,368.63
580.294,751.46,535.98,324.16
580.718,669.54,557.05,321.82
581.142,653.16,568.75,408.42
581.566,704.65,533.64,394.38
581.99,641.45,622.58,417.79
582.413,730.39,552.37,305.44
582.837,690.6,561.73,319.48
583.261,709.33,606.2,375.66
583.684,728.05,554.71,370.97
584.108,756.14,594.5,342.89
584.531,739.76,603.86,399.06
584.955,746.78,655.35,373.32
585.378,819.33,524.28,424.81
585.801,798.27,631.94,385.02
586.225,742.1,552.37,424.81
586.648,807.63,610.88,378
587.071,791.25,662.37,370.97
587.494,814.65,617.9,375.66
587.917,819.33,669.39,359.27
588.34,838.06,610.88,396.72
588.763,751.46,655.35,399.06
589.186,880.19,592.16,345.23
589.609,901.25,683.44,363.95
590.032,908.27,716.2,373.32
590.455,863.8,734.93,406.08
590.878,852.1,671.73,361.61
591.3,964.45,617.9,382.68
591.723,976.15,702.16,331.19
592.145,992.53,720.88,347.57
592.568,1041.68,760.67,375.66
592.991,1083.81,732.59,375.66
593.413,917.64,718.54,385.02
593.835,1055.73,758.33,354.59
594.258,1074.45,723.23,324.16
594.68,1135.31,755.99,408.42
595.102,1107.22,709.18,413.1
595.525,1158.71,671.73,401.4
595.947,1125.94,732.59,321.82
596.369,1224.25,741.95,363.95
596.791,1191.48,662.37,366.29
597.213,1264.04,723.23,375.66
597.635,1261.7,751.31,375.66
598.057,1247.65,744.29,359.27
598.479,1345.95,732.59,296.08
598.901,1324.89,685.78,396.72
599.322,1437.24,760.67,326.5
599.744,1378.72,798.12,363.95
600.166,1425.53,746.63,321.82
600.587,1413.83,812.17,349.91
601.009,1526.18,795.78,349.91
601.431,1458.3,734.93,349.91
601.852,1448.94,798.12,349.91
602.273,1439.58,758.33,352.25
602.695,1582.35,814.51,380.34
603.116,1554.26,774.72,342.89
603.537,1495.75,819.19,312.46
603.959,1713.42,873.02,403.74
604.38,1594.05,802.8,375.66
604.801,1528.52,795.78,370.97
605.222,1617.46,793.44,305.44
605.643,1692.35,777.06,385.02
606.064,1675.97,760.67,389.7
606.485,1739.16,788.76,279.69
606.906,1622.14,798.12,361.61
607.327,1678.31,791.1,389.7
607.748,1741.5,809.83,354.59
608.168,1605.75,821.53,410.76
608.589,1629.16,809.83,424.81
609.01,1650.22,821.53,399.06
609.43,1680.65,826.21,396.72
609.851,1640.86,718.54,307.78
610.272,1643.2,770.04,361.61
610.692,1612.78,774.72,375.66
611.112,1746.19,770.04,326.5
611.533,1598.73,781.74,356.93
611.953,1690.01,739.61,356.93
612.373,1778.95,788.76,310.12
612.794,1636.18,755.99,368.63
613.214,1584.69,830.89,331.19
613.634,1587.03,779.4,382.68
614.054,1601.07,748.97,352.25
614.474,1587.03,779.4,370.97
614.894,1528.52,788.76,286.72
615.314,1638.52,779.4,399.06
615.734,1537.88,770.04,356.93
616.153,1601.07,770.04,345.23
616.573,1598.73,816.85,328.85
616.993,1448.94,781.74,324.16
617.413,1544.9,641.31,321.82
617.832,1418.51,807.48,363.95
618.252,1390.42,746.63,272.67
618.671,1402.13,793.44,260.97
619.091,1406.81,718.54,370.97
619.51,1470,723.23,331.19
619.93,1381.06,655.35,282.03
620.349,1458.3,704.5,354.59
620.768,1406.81,732.59,394.38
621.187,1462.98,730.25,321.82
621.607,1278.08,634.29,312.46
622.026,1388.08,748.97,359.27
622.445,1329.57,681.1,263.31
622.864,1289.78,610.88,317.14
623.283,1362.34,690.46,300.76
623.702,1292.12,615.56,338.21
624.121,1257.01,638.97,352.25
624.54,1240.63,667.05,310.12
624.958,1364.68,641.31,363.95
625.377,1287.44,589.82,375.66
625.796,1210.2,587.47,246.93
626.214,1261.7,657.69,300.76
626.633,1242.97,634.29,270.33
627.051,1179.78,613.22,253.95
627.47,1191.48,695.14,382.68
627.888,1205.52,631.94,321.82
628.307,1217.22,610.88,368.63
628.725,1219.57,610.88,324.16
629.143,1116.58,552.37,333.53
629.562,1086.15,573.43,319.48
629.98,1203.18,631.94,361.61
630.398,1158.71,557.05,342.89
630.816,1095.52,535.98,258.63
631.234,1196.16,622.58,251.61
631.652,1125.94,620.24,291.4
632.07,1132.97,592.16,282.03
632.488,1121.26,578.11,275.01
632.906,1177.44,580.45,333.53
633.323,1093.18,580.45,284.38
633.741,1039.34,622.58,317.14
634.159,1074.45,601.52,321.82
634.576,1046.37,610.88,272.67
634.994,1055.73,573.43,345.23
635.412,1046.37,638.97,375.66
635.829,997.21,512.58,314.8
636.247,1015.94,552.37,328.85
636.664,994.87,601.52,310.12
637.081,1046.37,594.5,368.63
637.499,976.15,606.2,328.85
637.916,1083.81,566.41,314.8
638.333,992.53,519.6,324.16
638.75,1013.6,610.88,296.08
639.167,903.59,585.13,312.46
639.584,990.19,505.56,352.25
640.001,896.57,594.5,352.25
640.418,964.45,503.22,319.48
640.835,922.32,493.85,319.48
641.252,1018.28,575.77,338.21
641.669,945.72,557.05,307.78
642.085,999.56,561.73,284.38
642.502,919.98,489.17,333.53
642.919,859.12,503.22,312.46
643.335,962.11,482.15,310.12
643.752,835.72,524.28,253.95
644.168,767.84,491.51,298.42
644.585,903.59,517.26,307.78
645.001,889.55,533.64,303.1
645.417,802.95,557.05,331.19
645.834,807.63,475.13,340.55
646.25,784.23,540.66,218.84
646.666,922.32,444.7,300.76
647.082,798.27,489.17,282.03
647.498,845.08,533.64,291.4
647.914,800.61,528.96,310.12
648.33,784.23,425.98,349.91
648.746,739.76,472.79,328.85
649.162,753.8,498.53,319.48
649.578,777.2,531.3,314.8
649.994,800.61,461.09,291.4
650.409,699.97,430.66,298.42
650.825,788.91,386.19,385.02
651.241,723.37,411.93,385.02
651.656,732.73,461.09,307.78
652.072,756.14,503.22,275.01
652.487,618.05,409.59,305.44
652.903,681.24,423.64,298.42
653.318,744.44,397.89,317.14
653.733,596.98,435.34,314.8
654.149,669.54,456.4,300.76
654.564,657.84,454.06,300.76
654.979,660.18,407.25,338.21
655.394,660.18,428.32,340.55
655.809,671.88,348.74,333.53
656.224,690.6,372.15,312.46
656.639,634.43,451.72,326.5
657.054,580.6,470.45,267.99
657.469,650.82,435.34,324.16
657.884,594.64,447.04,263.31
658.298,611.03,355.76,307.78
658.713,580.6,404.91,272.67
659.128,615.71,414.27,363.95
659.542,641.45,489.17,345.23
659.957,620.39,428.32,296.08
660.371,573.58,332.36,263.31
660.786,547.83,421.3,335.87
661.2,587.62,414.27,244.59
661.615,641.45,418.96,244.59
662.029,611.03,379.17,267.99
662.443,596.98,379.17,300.76
662.857,634.43,383.85,214.16
663.272,601.66,440.02,263.31
663.686,580.6,355.76,300.76
664.1,543.15,383.85,375.66
664.514,540.81,463.43,300.76
664.928,529.11,381.51,298.42
665.341,517.4,376.83,291.4
665.755,526.77,411.93,338.21
666.169,428.46,330.02,253.95
666.583,498.68,341.72,293.74
666.996,475.28,390.87,258.63
667.41,522.09,386.19,286.72
667.824,501.02,409.59,284.38
668.237,557.19,416.62,352.25
668.651,470.59,444.7,298.42
669.064,426.12,355.76,267.99
669.478,477.62,362.78,305.44
669.891,501.02,362.78,314.8
670.304,454.21,327.68,319.48
670.717,419.1,297.25,256.29
671.13,461.23,360.44,347.57
671.544,454.21,348.74,239.9
671.957,444.85,379.17,345.23
672.37,444.85,444.7,331.19
672.783,508.04,470.45,307.78
673.196,412.08,395.55,319.48
673.608,522.09,339.38,321.82
674.021,465.91,390.87,312.46
674.434,388.68,341.72,286.72
674.847,440.17,334.7,305.44
675.259,405.06,353.42,270.33
675.672,428.46,372.15,328.85
676.084,501.02,348.74,272.67
676.497,426.12,311.29,282.03
676.909,465.91,416.62,284.38
677.322,503.36,344.06,296.08
677.734,421.44,397.89,267.99
678.146,433.15,379.17,282.03
678.559,383.99,266.82,282.03
678.971,437.83,330.02,225.86
679.383,419.1,311.29,293.74
679.795,348.89,376.83,209.48
680.207,489.32,400.23,277.35
680.619,391.02,386.19,319.48
681.031,484.64,367.46,244.59
681.443,440.17,330.02,326.5
681.855,369.95,330.02,310.12
682.267,374.63,372.15,279.69
682.678,423.78,414.27,258.63
683.09,386.33,341.72,300.76
683.502,456.55,334.7,249.27
683.913,407.4,358.1,305.44
684.325,320.8,332.36,296.08
684.736,391.02,327.68,331.19
685.147,395.7,376.83,333.53
685.559,419.1,332.36,263.31
685.97,369.95,332.36,260.97
686.381,405.06,332.36,277.35
686.793,386.33,360.44,335.87
687.204,398.04,383.85,307.78
687.615,360.59,322.99,298.42
688.026,395.7,372.15,289.06
688.437,409.74,320.65,324.16
688.848,407.4,346.4,300.76
689.259,421.44,327.68,312.46
689.67,402.72,287.89,263.31
690.08,416.76,299.59,284.38
690.491,372.29,400.23,317.14
690.902,398.04,327.68,253.95
691.312,358.25,311.29,310.12
691.723,386.33,339.38,310.12
692.133,309.1,330.02,317.14
692.544,393.36,327.68,253.95
692.954,444.85,330.02,375.66
693.365,376.97,386.19,296.08
693.775,332.5,358.1,333.53
694.185,383.99,416.62,326.5
694.596,388.68,381.51,338.21
695.006,381.65,362.78,270.33
695.416,348.89,339.38,279.69
695.826,409.74,376.83,317.14
696.236,334.84,346.4,293.74
696.646,416.76,322.99,375.66
697.056,416.76,315.97,321.82
697.466,360.59,311.29,293.74
697.875,358.25,304.27,275.01
698.285,334.84,374.49,277.35
698.695,346.55,353.42,282.03
699.104,372.29,355.76,263.31
699.514,351.23,241.08,282.03
699.923,376.97,339.38,331.19
700.333,332.5,311.29,291.4
700.742,402.72,332.36,246.93
701.152,407.4,308.95,331.19
701.561,311.44,330.02,263.31
701.97,351.23,360.44,352.25
702.38,369.95,353.42,321.82
702.789,334.84,362.78,256.29
703.198,383.99,301.93,282.03
703.607,395.7,372.15,256.29
704.016,379.31,311.29,349.91
704.425,402.72,337.04,326.5
704.834,344.21,322.99,300.76
705.243,304.42,283.2,319.48
705.651,311.44,264.48,333.53
706.06,381.65,318.31,300.76
706.469,388.68,344.06,298.42
706.877,367.61,348.74,331.19
707.286,405.06,386.19,370.97
707.694,386.33,322.99,403.74
708.103,362.93,341.72,286.72
708.511,372.29,353.42,314.8
708.92,311.44,334.7,270.33
709.328,334.84,280.86,267.99
709.736,285.69,304.27,272.67
710.144,386.33,362.78,310.12
710.553,334.84,402.57,249.27
710.961,358.25,379.17,300.76
711.369,332.5,376.83,317.14
711.777,327.82,306.61,359.27
712.185,309.1,390.87,296.08
712.593,276.33,259.8,298.42
713,332.5,362.78,310.12
713.408,372.29,337.04,275.01
713.816,372.29,339.38,296.08
714.224,367.61,315.97,270.33
714.631,344.21,283.2,267.99
715.039,381.65,369.8,305.44
715.446,383.99,339.38,251.61
715.854,325.48,308.95,296.08
716.261,360.59,414.27,253.95
716.669,355.91,365.12,305.44
717.076,369.95,311.29,324.16
717.483,281.01,308.95,331.19
717.89,332.5,334.7,312.46
718.297,325.48,348.74,307.78
718.705,285.69,330.02,300.76
719.112,353.57,306.61,338.21
719.519,376.97,294.91,284.38
719.925,297.39,320.65,352.25
720.332,327.82,306.61,333.53
720.739,318.46,327.68,307.78
721.146,360.59,306.61,319.48
721.553,302.08,315.97,242.25
721.959,351.23,299.59,277.35
722.366,309.1,315.97,307.78
722.773,388.68,334.7,324.16
723.179,330.16,301.93,279.69
723.585,381.65,306.61,349.91
723.992,339.52,308.95,375.66
724.398,313.78,334.7,338.21
724.804,372.29,271.5,282.03
725.211,381.65,315.97,331.19
725.617,372.29,358.1,307.78
726.023,341.86,280.86,300.76
726.429,351.23,294.91,300.76
726.835,320.8,304.27,211.82
727.241,325.48,337.04,270.33
727.647,334.84,339.38,338.21
728.053,255.26,327.68,275.01
728.459,320.8,304.27,256.29
728.864,339.52,269.16,305.44
729.27,318.46,372.15,300.76
729.676,362.93,257.46,333.53
730.081,355.91,297.25,270.33
730.487,281.01,318.31,270.33
730.892,309.1,297.25,317.14
731.298,330.16,334.7,286.72
731.703,360.59,372.15,354.59
732.108,299.73,285.55,314.8
732.514,309.1,311.29,373.32
732.919,281.01,280.86,312.46
733.324,311.44,320.65,363.95
733.729,419.1,330.02,211.82
734.134,379.31,294.91,251.61
734.539,257.61,290.23,193.09
734.944,297.39,348.74,275.01
735.349,320.8,290.23,303.1
735.754,285.69,327.68,263.31
736.159,311.44,271.5,275.01
736.563,297.39,337.04,326.5
736.968,355.91,327.68,239.9
737.373,346.55,315.97,345.23
737.777,330.16,252.78,282.03
738.182,297.39,306.61,296.08
738.586,325.48,332.36,282.03
738.991,295.05,290.23,310.12
739.395,358.25,322.99,272.67
739.799,383.99,358.1,354.59
740.204,290.37,311.29,338.21
740.608,313.78,320.65,293.74
741.012,325.48,337.04,298.42
741.416,259.95,344.06,258.63
741.82,362.93,283.2,338.21
742.224,297.39,290.23,284.38
742.628,323.14,407.25,349.91
743.032,330.16,315.97,338.21
743.436,309.1,259.8,354.59
743.839,327.82,297.25,317.14
744.243,311.44,346.4,298.42
744.647,281.01,322.99,246.93
745.05,302.08,318.31,328.85
745.454,320.8,327.68,324.16
745.857,327.82,325.33,363.95
746.261,302.08,372.15,223.52
746.664,376.97,367.46,331.19
747.067,351.23,320.65,275.01
747.471,320.8,273.84,246.93
747.874,341.86,271.5,307.78
748.277,304.42,348.74,314.8
748.68,309.1,358.1,277.35
749.083,278.67,330.02,279.69
749.486,391.02,290.23,251.61
749.889,379.31,311.29,263.31
750.292,283.35,280.86,244.59
750.695,313.78,285.55,286.72
751.098,318.46,299.59,305.44
751.5,355.91,353.42,338.21
751.903,376.97,322.99,256.29
752.306,334.84,353.42,256.29
752.708,243.56,339.38,300.76
753.111,325.48,269.16,333.53
753.513,341.86,332.36,333.53
753.915,290.37,393.21,307.78
754.318,290.37,269.16,298.42
754.72,330.16,348.74,291.4
755.122,288.03,308.95,275.01
755.524,351.23,348.74,267.99
755.927,344.21,306.61,239.9
756.329,318.46,236.39,275.01
756.731,318.46,360.44,335.87
757.133,320.8,311.29,291.4
757.534,297.39,294.91,249.27
757.936,297.39,250.44,181.39
758.338,313.78,306.61,373.32
758.74,259.95,290.23,342.89
759.141,311.44,294.91,324.16
759.543,398.04,339.38,312.46
759.945,295.05,407.25,399.06
760.346,281.01,290.23,258.63
760.748,299.73,346.4,300.76
761.149,273.99,346.4,235.22
761.55,339.52,339.38,305.44
761.952,362.93,341.72,321.82
762.353,302.08,294.91,310.12
762.754,297.39,346.4,225.86
763.155,348.89,339.38,298.42
763.556,332.5,269.16,298.42
763.957,313.78,306.61,263.31
764.358,339.52,344.06,347.57
764.759,367.61,262.14,321.82
765.16,311.44,325.33,284.38
765.561,348.89,353.42,253.95
765.962,339.52,290.23,321.82
766.362,281.01,358.1,249.27
766.763,285.69,287.89,324.16
767.163,339.52,315.97,361.61
767.564,266.97,344.06,289.06
767.964,339.52,386.19,225.86
768.365,318.46,341.72,363.95
768.765,320.8,325.33,284.38
769.165,306.76,322.99,356.93
769.566,276.33,297.25,282.03
769.966,273.99,234.05,193.09
770.366,306.76,266.82,305.44
770.766,276.33,290.23,246.93
771.166,346.55,322.99,263.31
771.566,290.37,285.55,300.76
771.966,320.8,229.37,282.03
772.366,316.12,255.12,317.14
772.766,276.33,290.23,296.08
773.165,311.44,337.04,272.67
773.565,306.76,358.1,296.08
773.965,227.18,365.12,291.4
774.364,255.26,269.16,338.21
774.764,306.76,372.15,298.42
775.163,334.84,271.5,300.76
775.563,266.97,311.29,333.53
775.962,334.84,337.04,286.72
776.361,290.37,301.93,263.31
776.761,348.89,315.97,286.72
777.16,313.78,311.29,352.25
777.559,231.86,325.33,275.01
777.958,302.08,287.89,347.57
778.357,281.01,269.16,324.16
778.756,306.76,294.91,342.89
779.155,288.03,259.8,317.14
779.554,292.71,330.02,307.78
779.952,273.99,327.68,328.85
780.351,295.05,344.06,272.67
780.75,276.33,301.93,326.5
781.149,276.33,269.16,321.82
781.547,341.86,365.12,312.46
781.946,381.65,325.33,307.78
782.344,362.93,332.36,321.82
782.742,283.35,348.74,338.21
783.141,334.84,337.04,385.02
783.539,290.37,322.99,368.63
783.937,372.29,311.29,352.25
784.336,297.39,259.8,289.06
784.734,297.39,311.29,291.4
785.132,327.82,292.57,260.97
785.53,339.52,339.38,312.46
785.928,339.52,250.44,338.21
786.326,332.5,313.63,375.66
786.723,306.76,372.15,335.87
787.121,334.84,322.99,249.27
787.519,327.82,273.84,289.06
787.917,334.84,266.82,373.32
788.314,229.52,285.55,270.33
788.712,386.33,339.38,282.03
789.109,344.21,311.29,239.9
789.507,327.82,322.99,349.91
789.904,290.37,273.84,251.61
790.302,309.1,344.06,296.08
790.699,264.63,306.61,321.82
791.096,271.65,259.8,242.25
791.493,337.18,339.38,260.97
791.89,327.82,299.59,300.76
792.287,320.8,255.12,291.4
792.684,297.39,297.25,275.01
793.081,297.39,259.8,249.27
793.478,337.18,355.76,359.27
793.875,271.65,304.27,300.76
794.272,292.71,287.89,340.55
794.669,273.99,311.29,359.27
795.065,285.69,273.84,345.23
795.462,304.42,243.42,286.72
795.858,297.39,332.36,314.8
796.255,313.78,280.86,310.12
796.651,330.16,353.42,267.99
797.048,334.84,245.76,380.34
797.444,313.78,299.59,230.54
797.84,365.27,315.97,298.42
798.237,276.33,362.78,265.65
798.633,334.84,231.71,279.69
799.029,348.89,264.48,298.42
799.425,311.44,327.68,270.33
799.821,383.99,280.86,253.95
800.217,309.1,290.23,305.44
800.613,290.37,390.87,317.14
801.008,302.08,311.29,338.21
801.404,252.92,311.29,286.72
801.8,285.69,341.72,300.76
802.196,273.99,269.16,312.46
802.591,266.97,348.74,235.22
802.987,288.03,334.7,256.29
803.382,203.77,283.2,392.04
803.778,297.39,252.78,216.5
804.173,248.24,280.86,279.69
804.568,316.12,308.95,335.87
804.963,320.8,379.17,321.82
805.359,302.08,311.29,328.85
805.754,257.61,262.14,249.27
806.149,283.35,243.42,345.23
806.544,309.1,308.95,279.69
806.939,320.8,283.2,317.14
807.334,283.35,414.27,270.33
807.729,255.26,271.5,298.42
808.123,306.76,325.33,286.72
808.518,316.12,304.27,282.03
808.913,386.33,241.08,298.42
809.307,304.42,285.55,338.21
809.702,295.05,292.57,300.76
810.096,290.37,362.78,349.91
810.491,269.31,234.05,300.76
810.885,285.69,297.25,349.91
811.28,330.16,273.84,296.08
811.674,297.39,290.23,289.06
812.068,316.12,269.16,263.31
812.462,332.5,271.5,328.85
812.856,255.26,290.23,314.8
813.251,288.03,311.29,235.22
813.645,309.1,393.21,258.63
814.038,362.93,292.57,279.69
814.432,285.69,358.1,319.48
814.826,327.82,294.91,277.35
815.22,320.8,325.33,282.03
815.614,316.12,287.89,239.9
816.007,320.8,367.46,246.93
816.401,241.22,327.68,328.85
816.794,304.42,358.1,307.78
817.188,332.5,255.12,267.99
817.581,281.01,262.14,223.52
817.975,257.61,292.57,298.42
818.368,297.39,299.59,221.18
818.761,327.82,320.65,305.44
819.154,266.97,318.31,249.27
819.548,353.57,306.61,296.08
819.941,348.89,369.8,333.53
820.334,297.39,315.97,319.48
820.727,341.86,397.89,258.63
821.12,297.39,297.25,307.78
821.512,273.99,358.1,265.65
821.905,271.65,315.97,289.06
822.298,302.08,353.42,359.27
822.691,318.46,290.23,312.46
823.083,257.61,318.31,249.27
823.476,344.21,304.27,275.01
823.868,306.76,266.82,242.25
824.261,285.69,360.44,307.78
824.653,236.54,292.57,293.74
825.045,334.84,273.84,270.33
825.438,309.1,306.61,289.06
825.83,250.58,346.4,321.82
826.222,281.01,262.14,279.69
826.614,213.14,311.29,211.82
827.006,355.91,318.31,300.76
827.398,325.48,292.57,265.65
827.79,393.36,332.36,300.76
828.182,297.39,287.89,305.44
828.574,323.14,311.29,314.8
828.966,311.44,362.78,291.4
829.357,259.95,327.68,289.06
829.749,351.23,322.99,270.33
830.14,264.63,379.17,258.63
830.532,316.12,308.95,260.97
830.923,255.26,374.49,277.35
831.315,302.08,264.48,307.78
831.706,292.71,287.89,272.67
832.097,318.46,327.68,263.31
832.489,278.67,315.97,300.76
832.88,243.56,315.97,284.38
833.271,283.35,355.76,263.31
833.662,238.88,236.39,244.59
834.053,309.1,229.37,338.21
834.444,334.84,365.12,263.31
834.835,320.8,301.93,267.99
835.226,290.37,264.48,265.65
835.616,248.24,294.91,267.99
836.007,318.46,299.59,263.31
836.398,297.39,360.44,314.8
836.788,302.08,290.23,258.63
837.179,304.42,304.27,270.33
837.569,325.48,376.83,324.16
837.96,266.97,346.4,277.35
838.35,281.01,271.5,312.46
838.741,341.86,257.46,282.03
839.131,339.52,311.29,289.06
839.521,304.42,367.46,272.67
839.911,203.77,269.16,310.12
840.301,241.22,234.05,195.43
840.691,290.37,306.61,317.14
841.081,346.55,418.96,237.56
841.471,327.82,269.16,293.74
841.861,281.01,224.69,235.22
842.251,222.5,257.46,279.69
842.64,276.33,294.91,286.72
843.03,334.84,311.29,333.53
843.42,241.22,327.68,275.01
843.809,330.16,294.91,289.06
844.199,264.63,369.8,258.63
844.588,297.39,255.12,249.27
844.977,290.37,294.91,293.74
845.367,320.8,332.36,251.61
845.756,299.73,278.52,317.14
846.145,269.31,318.31,314.8
846.534,383.99,255.12,321.82
846.923,271.65,259.8,270.33
847.312,309.1,306.61,319.48
847.701,299.73,299.59,284.38
848.09,302.08,320.65,249.27
848.479,259.95,273.84,298.42
848.868,285.69,257.46,324.16
849.257,243.56,285.55,237.56
849.645,309.1,292.57,258.63
850.034,295.05,332.36,284.38
850.422,402.72,273.84,289.06
850.811,313.78,280.86,349.91
851.199,292.71,348.74,286.72
851.588,309.1,320.65,333.53
851.976,295.05,311.29,298.42
852.364,295.05,306.61,312.46
852.753,320.8,304.27,291.4
853.141,309.1,250.44,317.14
853.529,283.35,341.72,300.76
853.917,269.31,308.95,298.42
854.305,288.03,381.51,317.14
854.693,295.05,327.68,342.89
855.08,323.14,236.39,267.99
855.468,248.24,341.72,284.38
855.856,297.39,306.61,317.14
856.244,334.84,245.76,282.03
856.631,273.99,297.25,267.99
857.019,330.16,315.97,300.76
857.406,372.29,322.99,239.9
857.794,323.14,271.5,249.27
858.181,285.69,322.99,321.82
858.568,245.9,334.7,284.38
858.956,358.25,276.18,258.63
859.343,344.21,301.93,331.19
859.73,358.25,374.49,338.21
860.117,283.35,318.31,296.08
860.504,304.42,344.06,291.4
860.891,313.78,287.89,312.46
861.278,344.21,294.91,319.48
861.665,327.82,301.93,331.19
862.052,271.65,315.97,263.31
862.438,306.76,250.44,312.46
862.825,325.48,292.57,312.46
863.212,285.69,297.25,319.48
863.598,302.08,292.57,282.03
863.985,309.1,292.57,300.76
864.371,327.82,311.29,349.91
864.757,295.05,262.14,300.76
865.144,259.95,318.31,258.63
865.53,309.1,339.38,289.06
865.916,273.99,332.36,321.82
866.302,290.37,358.1,263.31
866.688,271.65,311.29,366.29
867.074,283.35,325.33,352.25
867.46,398.04,266.82,256.29
867.846,309.1,311.29,246.93
868.232,367.61,292.57,319.48
868.618,306.76,351.08,251.61
869.004,313.78,315.97,270.33
869.389,281.01,306.61,335.87
869.775,266.97,287.89,333.53
870.16,271.65,297.25,338.21
870.546,243.56,360.44,267.99
870.931,320.8,304.27,310.12
871.317,266.97,257.46,258.63
871.702,311.44,374.49,331.19
872.087,309.1,255.12,272.67
872.472,266.97,294.91,251.61
872.857,285.69,269.16,321.82
873.242,278.67,248.1,335.87
873.627,323.14,285.55,319.48
874.012,365.27,294.91,319.48
874.397,238.88,269.16,319.48
874.782,297.39,273.84,321.82
875.167,290.37,322.99,326.5
875.552,309.1,365.12,230.54
875.936,292.71,407.25,277.35
876.321,276.33,301.93,349.91
876.705,386.33,320.65,303.1
877.09,337.18,318.31,260.97
877.474,334.84,222.35,356.93
877.858,325.48,348.74,232.88
878.243,306.76,292.57,321.82
878.627,273.99,299.59,359.27
879.011,297.39,273.84,331.19
879.395,395.7,255.12,347.57
879.779,346.55,325.33,310.12
880.163,306.76,248.1,317.14
880.547,372.29,404.91,312.46
880.931,316.12,346.4,284.38
881.315,264.63,322.99,293.74
881.699,339.52,348.74,244.59
882.082,311.44,332.36,289.06
882.466,281.01,304.27,319.48
882.849,334.84,311.29,232.88
883.233,320.8,318.31,298.42
883.616,323.14,280.86,263.31
884,323.14,285.55,314.8
884.383,290.37,306.61,296.08
884.766,297.39,255.12,298.42
885.15,306.76,315.97,300.76
885.533,376.97,311.29,298.42
885.916,320.8,311.29,342.89
886.299,346.55,348.74,272.67
886.682,302.08,367.46,286.72
887.065,302.08,255.12,298.42
887.448,320.8,273.84,300.76
887.83,288.03,318.31,312.46
888.213,334.84,358.1,286.72
888.596,238.88,320.65,331.19
888.978,292.71,294.91,282.03
889.361,264.63,271.5,270.33
889.743,297.39,360.44,310.12
890.126,292.71,311.29,296.08
890.508,309.1,301.93,275.01
890.89,318.46,320.65,303.1
891.273,351.23,386.19,272.67
891.655,271.65,318.31,298.42
892.037,292.71,283.2,300.76
892.419,276.33,376.83,314.8
892.801,273.99,348.74,363.95
893.183,290.37,341.72,321.82
893.565,269.31,320.65,275.01
893.947,330.16,372.15,282.03
894.328,320.8,383.85,237.56
894.71,266.97,365.12,352.25
895.092,297.39,308.95,258.63
895.473,332.5,285.55,284.38
895.855,311.44,332.36,275.01
896.236,311.44,304.27,368.63
896.618,255.26,353.42,289.06
896.999,309.1,304.27,300.76
897.38,362.93,379.17,284.38
897.761,269.31,257.46,279.69
898.143,306.76,262.14,282.03
898.524,290.37,337.04,258.63
898.905,330.16,273.84,298.42
899.286,306.76,386.19,324.16
899.666,306.76,332.36,312.46
900.047,309.1,292.57,317.14
900.428,302.08,334.7,272.67
900.809,376.97,346.4,314.8
901.19,369.95,217.67,314.8
901.57,271.65,348.74,406.08
901.951,252.92,318.31,251.61
902.331,290.37,337.04,216.5
902.712,346.55,330.02,321.82
903.092,339.52,318.31,328.85
903.472,355.91,304.27,296.08
903.852,330.16,344.06,289.06
904.233,283.35,325.33,289.06
904.613,344.21,334.7,291.4
904.993,320.8,250.44,352.25
905.373,241.22,264.48,291.4
905.753,355.91,285.55,328.85
906.133,318.46,386.19,312.46
906.512,320.8,346.4,275.01
906.892,306.76,292.57,200.12
907.272,255.26,269.16,258.63
907.651,269.31,322.99,331.19
908.031,266.97,297.25,289.06
908.41,288.03,332.36,335.87
908.79,276.33,250.44,293.74
909.169,334.84,266.82,338.21
909.549,290.37,313.63,246.93
909.928,278.67,341.72,314.8
910.307,292.71,332.36,218.84
910.686,351.23,297.25,260.97
911.065,283.35,332.36,239.9
911.444,323.14,259.8,314.8
911.823,292.71,322.99,289.06
912.202,285.69,278.52,239.9
912.581,325.48,278.52,263.31
912.96,283.35,278.52,263.31
913.338,273.99,362.78,267.99
913.717,276.33,290.23,235.22
914.096,311.44,299.59,354.59
914.474,358.25,292.57,286.72
914.853,302.08,222.35,277.35
915.231,302.08,271.5,239.9
915.609,262.29,325.33,368.63
915.988,306.76,311.29,312.46
916.366,229.52,308.95,242.25
916.744,369.95,379.17,277.35
917.122,360.59,360.44,263.31
917.5,351.23,358.1,349.91
917.878,259.95,299.59,300.76
918.256,311.44,322.99,305.44
918.634,313.78,299.59,239.9
919.012,278.67,330.02,312.46
919.389,330.16,280.86,279.69
919.767,297.39,311.29,230.54
